OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,DISCOVERY_DATE_CONVERTED,CONT_DATE_CONVERTED
3601,300208153,W-682785,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTQ5,BRUNO CREEK,2736254,Bruno Creek,AK6458115533720150622,BRUNO CREEK,MIDDLE YUKON FIRES COMPLEX,2015,172,1950,1.0,Lightning,272,1415,15131.7,G,64.5808,-155.3369,9.0,TRIBAL,AK,,,,Point,2015-06-21,2015-09-29
3602,300208158,W-684448,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTR3,NIKOLA SLOUGH,2814251,Nikolai Slough,AK6490315704920150622,NIKOLAI SLOUGH,,2015,172,1542,1.0,Lightning,250,1441,5802.1,G,64.9025,-157.0492,4.0,FWS,AK,,,,Point,2015-06-21,2015-09-07
3603,300208164,W-684032,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTR9,BARE MT,2815315,Bare Mt,AK6417215667620150622,BARE MT,,2015,172,1800,1.0,Lightning,231,2000,33362.6,G,64.1719,-156.6764,7.0,STATE,AK,,,,Point,2015-06-21,2015-08-19
3604,300208168,W-686769,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTT1,BLAIR,2844434,Blair,AK6426114723720150621,BLAIR,,2015,171,0031,1.0,Lightning,227,1200,37597.3,G,64.261,-147.2375,6.0,OTHER FEDERAL,AK,,,,Point,2015-06-20,2015-08-15
3605,300208170,W-683609,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTU4,TOZITNA,2814554,Tozitna,AK6517015206620150619,TANANA AREA FIRES,TANANA AREA FIRES COMPLEX,2015,172,1751,1.0,Lightning,200,1915,78212.5,G,65.3314,-152.4269,1.0,BLM,AK,,,,Point,2015-06-21,2015-07-19
3606,300208176,W-682446,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTW8,TOBATOKH,2736781,Tobatokh,AK6586715326720150622,TOBATOKH,,2015,173,1209,1.0,Lightning,188,1714,54036.0,G,65.8667,-153.2667,1.0,BLM,AK,,,,Point,2015-06-22,2015-07-07
3607,300208178,W-686600,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTY0,GECHIAK LAKE,2822799,Gechiak Lake,AK5925816024020150622,GECHIAK LAKE,,2015,173,1214,1.0,Lightning,212,1800,18795.0,G,59.25,-160.23,9.0,TRIBAL,AK,,,,Point,2015-06-22,2015-07-31
3608,300208180,W-682277,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTY3,DAGISLAKHNA,2843822,Dagislakhna,,,,2015,173,1348,1.0,Lightning,188,1717,9751.2,G,65.6833,-153.2833,1.0,BLM,AK,,,,Point,2015-06-22,2015-07-07
3609,300208183,W-686230,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTZ2,AGGIE CREEK,2798116,Aggie Creek,AK6520014831720150622,AGGIE CREEK,,2015,173,1354,1.0,Lightning,224,1600,31705.0,G,65.2,-148.32,7.0,STATE,AK,,,,Point,2015-06-22,2015-08-12
3610,300208184,W-682788,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JTZ5,GENTIAN,2736400,Gentian,AK6403715564820150622,GENTIAN,,2015,173,1455,1.0,Lightning,231,1930,19920.7,G,64.0367,-155.6483,7.0,STATE,AK,,,,Point,2015-06-22,2015-08-19
3611,300208188,W-685660,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JU0H,DEEP CREEK,2801717,Deep Creek,AK6383315238320150627,DEEP CREEK,,2015,178,1503,1.0,Lightning,272,1415,11589.7,G,63.8333,-152.3833,7.0,STATE,AK,,,,Point,2015-06-27,2015-09-29
3612,300208189,W-683851,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JU1R,CHRISTIAN RIVER 3,2814663,Christian River #3,AK6747414527120150624,CHRISTIAN RIVER 3,,2015,175,2030,1.0,Lightning,190,1500,6659.6,G,67.4739,-145.2708,4.0,FWS,AK,,,,Point,2015-06-24,2015-07-09
3613,300208192,W-683656,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JU3K,JACKSON,2835862,Jackson,AK6517015206620150619,TANANA AREA FIRES,TANANA AREA FIRES COMPLEX,2015,175,2200,1.0,Lightning,188,1915,7377.5,G,65.2833,-151.8667,9.0,TRIBAL,AK,,,,Point,2015-06-24,2015-07-07
3614,300208200,W-684295,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JUA4,MELOGITNA,2819634,Melogitna,AK6528315480020150626,MELOGITNA,,2015,176,1904,1.0,Lightning,234,1934,9592.8,G,65.2833,-154.8,7.0,STATE,AK,,,,Point,2015-06-25,2015-08-22
3615,300208201,W-682448,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JUA7,BLACK SAND,2845519,Black Sand,AK6510015503320150626,BLACK SAND,,2015,176,1915,1.0,Lightning,192,2002,12880.7,G,65.1,-155.0333,7.0,STATE,AK,,,,Point,2015-06-25,2015-07-11
3616,300208206,W-685584,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JUB3,TITNA,2845530,Titna,,,,2015,176,2152,1.0,Lightning,272,1415,30678.1,G,64.3331,-153.1308,1.0,BLM,AK,,,,Point,2015-06-25,2015-09-29
3617,300208208,W-685617,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JUB6,EDEN CREEK,2721366,Eden Creek,AK6370915364420150626,EDEN CREEK,,2015,176,2227,1.0,Lightning,272,1415,45995.7,G,63.7086,-153.6442,7.0,STATE,AK,,,,Point,2015-06-25,2015-09-29
3618,300208210,W-682222,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JUB8,BROWNS,2721483,Browns,,,,2015,176,2206,1.0,Lightning,203,1530,20729.9,G,63.9,-153.95,1.0,BLM,AK,,,,Point,2015-06-25,2015-07-22
3619,300208212,W-684452,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JUQ4,MICHIGAN CREEK,2725256,Michigan Creek,AK6411814450920150617,MICHIGAN CREEK,,2015,168,1335,1.0,Lightning,235,1150,9826.3,G,64.12,-144.5,7.0,STATE,AK,,,,Point,2015-06-17,2015-08-23
3620,300208213,W-682219,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JUQ5,LONESTAR,2815739,Lonestar,AK6362915301920150705,MUNSATLI 2,,2015,177,1440,1.0,Lightning,204,1840,6940.5,G,63.6,-152.8847,7.0,STATE,AK,,,,Point,2015-06-26,2015-07-23
3621,300208216,W-685827,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JUT6,POORMAN CREEK,2819226,Poorman Creek,AK6397815593220150627,POORMAN CREEK,,2015,177,2044,1.0,Lightning,271,1500,16869.2,G,63.9775,-155.9317,7.0,STATE,AK,,,,Point,2015-06-26,2015-09-28
3622,300208217,W-684272,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JUU0,WAPOO,2835623,Wapoo,AK6368015788320150627,WAPOO,,2015,177,2120,1.0,Lightning,233,1530,10109.2,G,63.68,-157.8828,4.0,FWS,AK,,,,Point,2015-06-26,2015-08-21
3623,300208225,W-686819,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JV9U,IDITAROD RIVER 2,2723264,Iditarod River #2,,,,2015,176,1045,1.0,Lightning,224,1739,6110.0,G,61.88,-158.95,1.0,BLM,AK,,,,Point,2015-06-25,2015-08-12
3624,300208230,W-682456,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JVU2,SISCHU,2799906,Sischu,,,,2015,180,1500,1.0,Lightning,203,2100,8236.1,G,64.1861,-153.1003,1.0,BLM,AK,,,,Point,2015-06-29,2015-07-22
3625,300208236,W-686000,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JW1V,COD LAKE 3,2816681,Cod Lake 3,,,,2015,187,1303,1.0,Lightning,272,1415,10661.2,G,65.08,-149.0,9.0,TRIBAL,AK,,,,Point,2015-07-06,2015-09-29
3626,300208244,W-683310,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JWE0,SETHKOKNA 2,2843864,Sethkokna 2,AK6388415351220150705,SETHKOKNA 2,,2015,185,1947,1.0,Lightning,249,1630,11357.2,G,63.8839,-153.5122,1.0,BLM,AK,,,,Point,2015-07-04,2015-09-06
3627,300208245,W-683311,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JWE2,MUNSATLI 2,2843909,Munsatli 2,AK6362915301920150705,MUNSATLI 2,,2015,185,2043,1.0,Lightning,272,1514,100524.0,G,63.6292,-153.0192,7.0,STATE,AK,,,,Point,2015-07-04,2015-09-29
3628,300208270,W-686844,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JY2J,DEEPBANK CREEK,2845582,Deepbank Creek,AK6284115342020150626,DEEPBANK CREEK,,2015,177,1009,1.0,Lightning,264,1111,31917.0,G,62.83,-153.42,7.0,STATE,AK,,,,Point,2015-06-26,2015-09-21
3629,300208274,W-685725,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JY50,MINGVK,2843266,Mingvk Lake,AK6541716453320150719,MINGVK LAKE,,2015,200,0913,1.0,Lightning,271,1500,21698.0,G,65.4167,-164.5333,7.0,STATE,AK,,,,Point,2015-07-19,2015-09-28
3630,300208278,W-684219,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JY9M,BAATHBAKDIZUNI CREEK,2838662,Baathbakdizuni Creek,,,,2015,201,1300,1.0,Lightning,212,1800,32327.8,G,66.1164,-154.6486,9.0,TRIBAL,AK,,,,Point,2015-07-20,2015-07-31
3631,300208293,W-684634,FED,DOI-WFMI,BLM,USAKASO,Alaska State Office,AKAFS,Alaska Fire Service,,,JZ1M,SALMON RIVER,,,AK6715815930720150724,SALMON RIVER,,2015,204,2018,1.0,Lightning,253,1330,15562.5,G,67.1583,-159.3075,3.0,NPS,AK,,,,Point,2015-07-23,2015-09-10
3632,300208387,W-683654,FED,DOI-WFMI,BIA,USAZCRA,Colorado River Agency,AZCRA,Colorado River Agency,14,,J022,WILLOW,2874885,Willow,AZ3481011454220150808,WILLOW,,2015,220,1024,1.0,Lightning,247,1100,6083.0,G,34.81,-114.5422,2.0,BIA,AZ,,,,Point,2015-08-08,2015-09-04
3633,300208558,W-682468,FED,DOI-WFMI,BIA,USAZSCA,San Carlos Agency,AZSCA,San Carlos Agency,556,,JS12,WHITETAIL,2715639,Whitetail,AZ3357411024620150616,WHITETAIL,,2015,167,1514,1.0,Lightning,190,1736,33633.0,G,33.57261,-110.24561,2.0,BIA,AZ,,,,Point,2015-06-16,2015-07-09
3634,300208564,W-683467,FED,DOI-WFMI,BIA,USAZSCA,San Carlos Agency,AZSCA,San Carlos Agency,571,,JS4S,SAWMILL,2813383,Sawmill,AZ3350710993220150617,SAWMILL,,2015,168,1609,1.0,Lightning,196,1400,5667.0,G,33.50711,-109.93239,2.0,BIA,AZ,,,,Point,2015-06-17,2015-07-15
3635,300209126,W-685258,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,,J06D,JERUSALEM,2857198,JERUSALEM,CA3891212249320150729,ROCKY,,2015,221,1534,2.0,Equipment Use,236,1800,25156.0,G,38.83875,-122.50264,8.0,PRIVATE,CA,Napa,055,Napa,Point,2015-08-09,2015-08-24
3636,300209128,W-685191,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,,J0ED,ROCKY,2743187,ROCKY,CA3891212249320150729,ROCKY,,2015,210,1430,12.0,Structure,227,1300,69363.0,G,39.91194,-122.49306,8.0,PRIVATE,CA,Lake,033,Lake,Point,2015-07-29,2015-08-15
3637,300209148,W-680197,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,,JH7X,ROUND,2739752,Round,CA3745411858420150206,ROUND,,2015,37,1404,13.0,Missing/Undefined,47,0700,6533.0,G,37.4536,-118.5842,8.0,PRIVATE,CA,Inyo,027,Inyo,Point,2015-02-06,2015-02-16
3638,300209181,W-686633,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,,JZR5,WRAGG,2834563,WRAGG,CA3851412213120150722,WRAGG,,2015,203,1430,2.0,Equipment Use,217,1800,8051.0,G,38.50581,-122.111542,1.0,BLM,CA,Sonoma,097,Sonoma,Point,2015-07-22,2015-08-05
3639,300209556,W-685709,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Norcal Region,,,J0SD,DODGE,2790771,DODGE,CA4093812010520150803,DODGE,,2015,215,1417,2.0,Equipment Use,229,1800,10570.0,G,40.9636,-120.1142,1.0,BLM,CA,Lassen,035,Lassen,Point,2015-08-03,2015-08-17
3640,300210482,W-685162,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,34,,JP4Z,ELLISON,2717373,ELLISON,FL2607808111620150508,ELLISON,MUD LAKE COMPLEX,2015,128,1510,1.0,Lightning,183,1700,22488.0,G,26.0783,-81.1158,3.0,NPS,FL,,,,Point,2015-05-08,2015-07-02
3641,300210485,W-685165,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,37,,JP59,SQUARE,2827315,SQUARE,,,MUD LAKE COMPLEX,2015,130,1913,1.0,Lightning,183,1700,8800.0,G,26.1947,-81.0931,3.0,NPS,FL,,,,Point,2015-05-10,2015-07-02
3642,300210518,W-686315,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,72,,JXT4,13 MILE,2809318,13 MILE,,,,2015,191,1603,1.0,Lightning,204,1700,5612.0,G,26.0067,-81.0553,3.0,NPS,FL,,,,Point,2015-07-10,2015-07-23
3643,300210626,W-679269,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDBPD,Birds Of Prey Nca,,,JR0Z,CELEBRATION,2819042,CELEBRATION,ID4327511649920150606,CELEBRATION,,2015,157,1245,4.0,Campfire,160,1800,6868.0,G,43.2752,-116.49822,1.0,BLM,ID,Owyhee,073,Owyhee,Point,2015-06-06,2015-06-09
3644,300210696,W-687689,FED,DOI-WFMI,BLM,USIDCWD,Cottonwood Field Office,IDCWD,Cottonwood Field Office,,,J1AK,LAWYER 2,2899857,Lawyer 2,ID4622311613120150811,LAWYER 2,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015,222,1836,1.0,Lightning,226,0703,41195.0,G,46.266958,-116.08605,1.0,BLM,ID,Idaho,049,Idaho,Point,2015-08-10,2015-08-14
3645,300210697,W-687688,FED,DOI-WFMI,BLM,USIDCWD,Cottonwood Field Office,IDCWD,Cottonwood Field Office,,,J1AQ,KAMIAH GULCH,2862395,Kamiah Gulch,ID4627411605820150811,KAMIAH GULCH,,2015,222,1850,1.0,Lightning,252,1615,9820.0,G,46.2725,-116.0564,1.0,BLM,ID,Idaho,049,Idaho,Point,2015-08-10,2015-09-09
3646,300210699,W-687692,FED,DOI-WFMI,BLM,USIDCWD,Cottonwood Field Office,IDCWD,Cottonwood Field Office,,,J1C3,LOLO 2,2861904,Lolo #2,,,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015,223,1304,1.0,Lightning,226,0703,6200.0,G,46.357856,-116.126217,1.0,BLM,ID,Clearwater,035,Clearwater,Point,2015-08-11,2015-08-14
3647,300210701,W-687686,FED,DOI-WFMI,BLM,USIDCWD,Cottonwood Field Office,IDCWD,Cottonwood Field Office,,,J1QX,CARROT RIDGE,2875155,Carrot Ridge,,,,2015,226,1452,1.0,Lightning,252,1616,5250.0,G,46.3603,-116.1497,1.0,BLM,ID,Idaho,049,Idaho,Point,2015-08-14,2015-09-09
3648,300210756,W-680346,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDFRD,Four Rivers Field Office,,,JT8Q,MM 43 HWY 52,2767967,MM43 HIWAY 52,ID4394811637020150625,MM43 HWY 52,,2015,176,1231,9.0,Miscellaneous,180,1800,10845.0,G,43.9476,-116.37031,1.0,BLM,ID,Gem,045,Gem,Point,2015-06-25,2015-06-29
3649,300210849,W-688786,FED,DOI-WFMI,TRIBE,USIDNPT,Nez Perce Tribe,IDNPT,Nez Perce Tribe,3364,,J1EL,FISHER,2882752,Fisher,ID4634011645020150812,FISHER,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015,224,0200,1.0,Lightning,287,1300,21640.0,G,46.345,-116.36,9.0,TRIBAL,ID,,,,Point,2015-08-12,2015-10-14
3650,300210878,W-684306,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDOYD,Owyhee Field Office,,,J08B,SODA,2880290,SODA,ID4311811696020150810,SODA,,2015,222,1310,1.0,Lightning,237,1006,283180.0,G,43.1175,-116.95946,8.0,PRIVATE,ID,Owyhee,073,Owyhee,Point,2015-08-10,2015-08-25
3651,300211949,W-686022,FED,DOI-WFMI,BLM,USMTBUD,Butte Field Office,MTBUD,Butte Field Office,,,J1QG,EUSTIS,2940431,Eustis,MT4605511144220150814,EUSTIS,,2015,226,1048,1.0,Lightning,237,1400,8721.0,G,46.0553,-111.4421,8.0,PRIVATE,MT,Broadwater,007,Broadwater,Point,2015-08-14,2015-08-25
3652,300212477,W-683792,FED,DOI-WFMI,NPS,USMTGNP,Glacier National Park,MTGNP,Glacier National Park,21,,J048,THOMPSON,2857044,Thompson,MT4854411361620150809,THOMPSON,THOMPSON DIVIDE COMPLEX,2015,221,1349,1.0,Lightning,309,1400,18847.0,G,48.544,-113.6161,3.0,NPS,MT,,,,Point,2015-08-09,2015-11-05
3653,300212499,W-682496,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown District,,,JV18,ALEX CAMP ROAD,2848745,Alex Camp Road Fire,MT4743810808920150702,ALEX CAMP ROAD FIRE,,2015,183,1337,1.0,Lightning,194,1700,5762.0,G,47.4383,-108.0889,1.0,BLM,MT,Petroleum,069,Petroleum,Point,2015-07-02,2015-07-13
3654,300212617,W-680978,FED,DOI-WFMI,BLM,USMTMCD,Miles City Field Office,MTMCD,Miles City Field Office,,,JX0N,BALES,2815517,Bales,MT4503010612220150711,BALES,,2015,192,1200,2.0,Equipment Use,200,1800,5723.6,G,45.03033,-106.1219,8.0,PRIVATE,MT,Powder River,075,Powder River,Point,2015-07-11,2015-07-19
3655,300212776,W-678272,FED,DOI-WFMI,BLM,USMTMSO,Montana/Dakotas State Office,MTSDD,South Dakota Field Office,,,JK3J,SHEEP DRAW,2802323,SHEEP DRAW,SD4539110392120150328,SHEEP DRAW,,2015,87,1600,1.0,Lightning,95,1745,13949.5,G,45.3911,-103.9214,7.0,STATE,SD,,,,Point,2015-03-28,2015-04-05
3656,300214169,W-686159,FED,DOI-WFMI,BLM,USNVELD,Ely District Office,NVELD,Ely Field Office,,,J3L8,DIAMOND,2908574,Diamond,NV3959811575920150914,DIAMOND,,2015,257,1252,1.0,Lightning,261,1800,7112.0,G,39.5981,-115.7589,1.0,BLM,NV,White Pine,033,White Pine,Point,2015-09-14,2015-09-18
3657,300214581,W-687467,FED,DOI-WFMI,TRIBE,USOKCNA,Cherokee Nation Tribe,OKCNA,Cherokee Nation Tribe,1009,,J495,WOLF CREEK,2947674,Washco Complex,OK3678109583820151111,WOLF CREEK,WASHCO COMPLEX,2015,315,1300,9.0,Miscellaneous,318,1800,22787.0,G,36.7808,-95.8378,8.0,PRIVATE,OK,,,,Point,2015-11-11,2015-11-14
3658,300214784,W-687247,FED,DOI-WFMI,BIA,USOKOSA,Osage Agency,OKOSA,Osage Agency,71,,J412,ABRAMS,2947729,ABRAMS,OK3671409624620151111,ABRAMS,,2015,315,1230,11.0,Powerline,322,1630,5279.0,G,36.7136,-96.2458,2.0,BIA,OK,,,,Point,2015-11-11,2015-11-18
3659,300214976,W-685934,FED,DOI-WFMI,NPS,USORCLP,Crater Lake National Park,ORCLP,Crater Lake National Park,405,,J0MY,CRESCENT,2761792,Crescent,OR4303812227820150801,NATIONAL CREEK COMPLEX,NATIONAL CREEK COMPLEX,2015,213,1549,1.0,Lightning,308,1349,20840.0,G,43.04881,-122.25119,3.0,NPS,OR,,,,Point,2015-08-01,2015-11-04
3660,300215481,W-684611,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,JW9X,0368 TEN MILE CANYON,2847465,0368 TEN MILE CANYON  RN,OR4492212094420150708,0368 TEN MILE CANYON  RN,,2015,189,1642,2.0,Equipment Use,204,1717,6707.0,G,44.9217,-120.9439,8.0,PRIVATE,OR,Wasco,065,Wasco,Point,2015-07-08,2015-07-23
3661,300215508,W-688729,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,MSC0,CANYON CREEK,2870956,CANYON CREEK COMPLEX,OR4428411896120150812,CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,2015,224,0330,1.0,Lightning,305,1200,101028.0,G,44.3178,-118.9292,5.0,USFS,OR,Grant,023,Grant,Point,2015-08-12,2015-11-01
3662,300215511,W-687639,FED,DOI-WFMI,BLM,USORROD,Roseburg District,ORROD,Roseburg District,,,J0GW,STOUTS CR,2749560,STOUTS CREEK,OR4292412304820150730,STOUTS CREEK,,2015,211,1250,2.0,Equipment Use,302,1600,26452.2,G,42.9214,-123.0492,1.0,BLM,OR,Douglas,019,Douglas,Point,2015-07-30,2015-10-29
3663,300215618,W-685311,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,J099,POLE GULCH,2899826,Pole Gulch,OR4398911806120150811,BENDIRE COMPLEX,BENDIRE COMPLEX,2015,222,1840,1.0,Lightning,259,1530,48849.8,G,43.9336,-118.5086,1.0,BLM,OR,Malheur,045,Malheur,Point,2015-08-10,2015-09-16
3664,300215622,W-685281,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,J0W7,LIME HILL,2914212,Lime Hill,OR4440011733620150805,LIME HILL,,2015,217,1030,13.0,Missing/Undefined,224,1800,12024.0,G,44.3914,-117.3358,1.0,BLM,OR,Baker,001,Baker,Point,2015-08-05,2015-08-12
3665,300215646,W-686443,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,JU2X,JACA RESERVOIR,2835729,Jaca Reservoir,OR4271011721520150628,JACA RESERVOIR,,2015,179,1606,1.0,Lightning,184,1757,14049.0,G,42.71,-117.2164,1.0,BLM,OR,Malheur,045,Malheur,Point,2015-06-28,2015-07-03
3666,300215649,W-683689,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,JV3L,LESLIE GULCH,2722262,Leslie Gulch,OR4330711729220150629,LESLIE GULCH,,2015,179,2000,1.0,Lightning,185,2000,8687.9,G,43.3067,-117.2917,1.0,BLM,OR,Malheur,045,Malheur,Point,2015-06-28,2015-07-04
3667,300215723,W-684114,FED,DOI-WFMI,BIA,USORWSA,Warm Springs Agency,ORWSA,Warm Springs Agency,60,,J1FU,COUNTY LINE 2,2922269,COUNTY LINE 2,OR4483012137720150812,COUNTY LINE 2,,2015,224,1324,2.0,Equipment Use,324,1200,66613.0,G,44.8297,-121.3767,2.0,BIA,OR,,,,Point,2015-08-12,2015-11-20
3668,300216182,W-678053,FED,DOI-WFMI,NPS,USSDWCP,Wind Cave National Park,SDWCP,Wind Cave National Park,148,,JMJ0,COLD BROOK WF,2728869,COLD BROOK,SD4352810349220150413,COLD BROOK,,2015,103,1328,5.0,Debris Burning,112,1615,5448.0,G,43.526814,-103.493894,3.0,NPS,SD,,,,Point,2015-04-13,2015-04-22
3669,300217045,W-687646,FED,DOI-WFMI,BIA,USWACOA,Colville Agency,WACOA,Colville Agency,157,,J1KG,NORTH STAR,2867919,NORTH STAR,WA4833811900220150813,NORTH STAR,,2015,225,1528,2.0,Equipment Use,280,1800,218138.0,G,48.33814,-119.00175,9.0,TRIBAL,WA,,,,Point,2015-08-13,2015-10-07
3670,300217089,W-687973,FED,DOI-WFMI,NPS,USWANCP,North Cascades National Park,WANCP,North Cascades National Park,39,,J1BS,GOODELL,2922019,GOODELL,WA4868512125620150811,GOODELL,UPPER SKAGIT COMPLEX,2015,222,2200,1.0,Lightning,322,1300,7107.0,G,48.685,-121.2556,3.0,NPS,WA,,,,Point,2015-08-10,2015-11-18
3671,300217192,W-688030,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,J0VT,HIGHWAY 8,2886109,Highway 8,WA4571712031520150805,HIGHWAY 8,,2015,216,1742,9.0,Miscellaneous,225,1240,33103.0,G,45.7206,-120.3108,1.0,BLM,WA,Klickitat,039,Klickitat,Point,2015-08-04,2015-08-13
3672,300217194,W-688071,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,J16A,TUNK BLOCK,2897183,TUNK BLOCK,WA4852611946320150814,TUNK BLOCK,,2015,226,1403,1.0,Lightning,322,1200,165883.4,G,48.5258,-119.4631,2.0,BIA,WA,Okanogan,047,Okanogan,Point,2015-08-14,2015-11-18
3673,300217201,W-688052,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,J1SP,LIME BELT,2876401,LimeBelt,WA4857111968120150814,LIMEBELT,OKANOGAN COMPLEX,2015,226,0659,1.0,Lightning,269,1200,132646.0,G,48.5706,-119.6831,5.0,USFS,WA,Okanogan,047,Okanogan,Point,2015-08-14,2015-09-26
3674,300217203,W-686263,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,J1T8,CARPENTER ROAD,2938854,CARPENTER RD.,WA4800511820420150815,CARPENTER RD.,,2015,226,1957,7.0,Arson,267,1730,64007.7,G,47.9892,-118.2164,2.0,BIA,WA,Stevens,065,Stevens,Point,2015-08-14,2015-09-24
