OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,DISCOVERY_DATE_CONVERTED,CONT_DATE_CONVERTED,BURNING_DAYS,STATE_NAME
1015,26634,FS-1458250,FED,FS-FIRESTAT,FS,USWYBTF,Bridger-Teton National Forest,0403,Bridger-Teton National Forest,4,003,DJ48,HORSE CREEK,WY-BTF-00004,HORSE CREEK,WY4290311044220070621,HORSE CREEK,,2007,172,1444,9.0,Miscellaneous,183,1800,8590.0,G,42.93111111,-110.48,5.0,USFS,WY,35,035,Sublette,Point,2007-06-21,2007-07-02,11.0,Wyoming
1020,201854425,SFO-2013WYWYS13096,NONFED,ST-NASF,ST/C&L,USWYWYS,Wyoming State Forestry,WYWYS,Wyoming State Forestry,,13096,,COW CAMP,,,,,,2013,161,,1.0,Lightning,171,2230,8500.0,G,42.11466,-105.22319,8.0,PRIVATE,WY,Albany,001,Albany,Point,2013-06-10,2013-06-20,10.0,Wyoming
1025,358730,W-530166,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,C42Z,TRAILER,WY-PLX-323,TRAILER,WY4177210521720060823,TRAILER,,2006,235,1830,2.0,Equipment Use,240,1800,8416.0,G,41.6617,-105.2008,1.0,BLM,WY,Platte,031,Platte,Point,2006-08-23,2006-08-28,5.0,Wyoming
1031,358592,W-98139,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,T814,HENDERSON,WY-CAD-T814,HENDERSEN DRAW,WY4318710644720000819,HENDERSON,,2000,232,1055,1.0,Lightning,234,1730,8390.0,G,43.1486,-106.43,1.0,BLM,WY,Natrona,025,Natrona,Point,2000-08-19,2000-08-21,2.0,Wyoming
1035,201431179,FS-1504087,FED,FS-FIRESTAT,FS,USWYMBF,Medicine Bow National Forest,0206,Medicine Bow-Routt National Forest,909,P2GW19,GW19,COW CAMP,WY-MBF-012069,COW CAMP,WY4218410537620120603,COW CAMP,,2012,156,0900,1.0,Lightning,165,2100,8333.51,G,42.19055556,-105.37555556,5.0,USFS,WY,001,001,Albany,Point,2012-06-04,2012-06-13,9.0,Wyoming
1048,201430968,FS-1509240,FED,FS-FIRESTAT,FS,USWYBHF,Bighorn National Forest,0202,Bighorn National Forest,016,WY-BHF-520,G7BW,GILEAD,WY-BHF-000520,GILEAD,WY4443210695920120814,GILEAD,,2012,227,1244,1.0,Lightning,291,1200,8189.0,G,44.43277778,-106.95916667,5.0,USFS,WY,019,019,Johnson,Point,2012-08-14,2012-10-17,64.0,Wyoming
1125,201111442,W-632617,FED,DOI-WFMI,BLM,USWYNCD,New Castle Field Office,WYNCD,Newcastle Field Office,,,F7P2,WHOOPUP ASSIST,WY-WEX-110436,Whoopup,WY4370110410520110718,WHOOPUP,,2011,199,0228,1.0,Lightning,221,1600,7462.0,G,43.7146,-104.089797,1.0,BLM,WY,Weston,045,Weston,Point,2011-07-18,2011-08-09,22.0,Wyoming
1185,358429,W-112775,FED,DOI-WFMI,BLM,USWYBFD,Buffalo Field Office,WYBFD,Buffalo Field Office,,,T922,POWNELL,WY-CAD-108,POWNELL,WY4470410551220020628,POWNELL,DALEY COMPLEX,2002,179,1500,1.0,Lightning,182,2000,6949.0,G,44.7105,-105.5056,8.0,PRIVATE,WY,Campbell,005,Campbell,Point,2002-06-28,2002-07-01,3.0,Wyoming
1224,358501,W-530382,FED,DOI-WFMI,BLM,USWYBFD,Buffalo Field Office,WYBFD,Buffalo Field Office,,,CN7T,HORSE CREEK 2,WY-CMX-264,HORSE CREEK 2,WY4476110548520060807,HORSE CREEK 2,,2006,219,1224,1.0,Lightning,223,1503,6612.0,G,44.7319,-105.4608,8.0,PRIVATE,WY,Campbell,005,Campbell,Point,2006-08-07,2006-08-11,4.0,Wyoming
1241,201433064,FS-1505770,FED,FS-FIRESTAT,FS,USWYBTF,Bridger-Teton National Forest,0403,Bridger-Teton National Forest,005,001,G0N9,BEAR CUB,WY-BTF-000005,Bear Cub,WY4388011002420120702,BEAR CUB,BEAR CUB/BUTTE CREEK COMPLEX,2012,185,1338,1.0,Lightning,278,1700,6493.0,G,43.87972222,-110.02416667,5.0,USFS,WY,013,013,Fremont,Point,2012-07-03,2012-10-04,93.0,Wyoming
1303,1476554,W-612318,FED,DOI-WFMI,BLM,USWYNCD,New Castle Field Office,WYNCD,New Castle Field Office,,,FUE6,COOLEY DRAW,WY-NIX-010223,COOLEY DRAW,WY4293010473820100905,COOLEY DRAW,,2010,248,1315,9.0,Miscellaneous,252,1552,6102.0,G,42.915,-104.8122,7.0,STATE,WY,Niobrara,027,Niobrara,Point,2010-09-05,2010-09-09,4.0,Wyoming
1306,358585,W-97189,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,T804,WOOD DRAW,,,WY4479910480120000811,WOOD DRAW,,2000,224,0914,1.0,Lightning,258,2000,6089.0,G,44.8092,-104.8058,8.0,PRIVATE,WY,Crook,011,Crook,Point,2000-08-11,2000-09-14,34.0,Wyoming
1342,358573,W-97168,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,T788,DEADHORSE,WY-CAD-T788,DEAD HORSE,WY4271910649220000729,DEADHORSE,,2000,211,1620,1.0,Lightning,214,1800,5900.0,G,42.7161,-106.4592,1.0,BLM,WY,Natrona,025,Natrona,Point,2000-07-29,2000-08-01,3.0,Wyoming
1344,201511419,W-648432,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,G5T3,LITTLE BOXELDER,WY-COX-12344,Little Box Elder,WY4274510566020120810,LITTLE BOX ELDER,,2012,223,2007,1.0,Lightning,283,1200,5882.0,G,42.7459,-105.659897,8.0,PRIVATE,WY,Converse,009,Converse,Point,2012-08-10,2012-10-09,60.0,Wyoming
1356,201511393,W-645779,FED,DOI-WFMI,BLM,USWYBFD,Buffalo Field Office,WYBFD,Buffalo Field Office,,,G8M8,BORDER,WY-SHX-12441,BORDER,WY4499610614320120921,BORDER,,2012,265,1300,1.0,Lightning,274,1300,5779.0,G,44.99911,-106.13225,7.0,STATE,WY,Sheridan,033,Sheridan,Point,2012-09-21,2012-09-30,9.0,Wyoming
1365,300217510,W-681864,FED,DOI-WFMI,BLM,USWYBFD,Buffalo Field Office,WYBFD,Buffalo Field Office,,,JX0N,BALES,,,,,,2015,192,1306,5.0,Debris Burning,204,1200,5723.6,G,44.950094,-106.150067,8.0,PRIVATE,WY,Sheridan,033,Sheridan,Point,2015-07-11,2015-07-23,12.0,Wyoming
1415,1434030,FS-1492406,FED,FS-FIRESTAT,FS,USWYBTF,Bridger-Teton National Forest,0403,Bridger-Teton National Forest,022,008,FM25,BULL,WY-BTF-022,Bull,WY4332311054020100723,BULL,,2010,204,1300,1.0,Lightning,300,0945,5429.0,G,43.3280556,-110.578889,5.0,USFS,WY,039,039,Teton,Point,2010-07-23,2010-10-27,96.0,Wyoming
1428,358434,W-112803,FED,DOI-WFMI,BLM,USWYBFD,Buffalo Field Office,WYBFD,Buffalo Field Office,,,T926,DALEY,WY-CAD-107,DALEY DRAW,WY4485710546920020628,HAIRY,DALEY COMPLEX,2002,180,1303,1.0,Lightning,182,2000,5321.0,G,44.8678,-105.4678,8.0,PRIVATE,WY,Campbell,005,Campbell,Point,2002-06-29,2002-07-01,2.0,Wyoming
1449,1476536,W-615385,FED,DOI-WFMI,BLM,USWYKRD,Kemmerer Field Office,WYKRD,Kemmerer Field Office,,,FVM9,WINDMILL,WY-UIX-433,Windmill,WY4131511077220100918,WINDMILL,,2010,261,1931,13.0,Missing/Undefined,270,2000,5261.0,G,41.2831,-110.8244,8.0,PRIVATE,WY,Uinta,041,Uinta,Point,2010-09-18,2010-09-27,9.0,Wyoming
1462,358629,W-103197,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,T873,THUNDER CH,WY-CPX-084,Thunder Child Complex,WY4491110701420010728,THUNDER CH,THUNDER CHILD COMPLEX,2001,209,1730,1.0,Lightning,214,2000,5207.0,G,44.9455,-106.9801,8.0,PRIVATE,WY,Sheridan,033,Sheridan,Point,2001-07-28,2001-08-02,5.0,Wyoming
1494,358976,W-111025,FED,DOI-WFMI,BLM,USWYNCD,New Castle Field Office,WYNCD,New Castle Field Office,,,T760,TOLLMAN,WY-NIX-236,TOLLMAN,WY4286910411120020802,TOLLMAN,,2002,214,0101,1.0,Lightning,227,2000,5025.0,G,42.875,-104.1185,1.0,BLM,WY,Niobrara,027,Niobrara,Point,2002-08-02,2002-08-15,13.0,Wyoming
1512,201617805,SFO-WY-2012-444,NONFED,ST-NASF,ST/C&L,USWYWYS,Wyoming State Forestry,WYWSFD,Wyoming State Forestry,,444,,GOSHEN RANGE,,,,,,2012,223,1400,1.0,Lightning,224,2000,5000.0,G,42.557033,-104.3546,14.0,MISSING/NOT SPECIFIED,WY,Goshen,015,Goshen,Point,2012-08-10,2012-08-11,1.0,Wyoming
88,201431384,FS-1510708,FED,FS-FIRESTAT,FS,USCOARF,Arapaho & Roosevelt National Forests/Pawnee National Grassland,0210,Arapaho-Roosevelt National Forest,329,COLRX-329,GW7N,HIGH PARK,CO-LRX-329,High Park,CO4058910540420120609,HIGH PARK,,2012,161,0600,1.0,Lightning,182,2000,87275.0,G,40.58944444,-105.40361111,14.0,MISSING/NOT SPECIFIED,CO,069,069,Larimer,Point,2012-06-09,2012-06-30,21.0,Colorado
152,201766356,FS-1519316,FED,FS-FIRESTAT,FS,USCOSJF,San Juan National Forest,0213,San Juan National Forest,027,000232,HKX5,WEST FORK,CO-SJF-000285,West Fork Complex,CO3746210694320130605,WEST FORK COMPLEX,WEST FORK COMPLEX,2013,156,1300,1.0,Lightning,326,1200,58570.0,G,37.4625,-106.94388889,5.0,USFS,CO,079,079,Mineral,Point,2013-06-05,2013-11-22,170.0,Colorado
185,201765504,FS-1513149,FED,FS-FIRESTAT,FS,USCORGF,Rio Grande National Forest,0209,Rio Grande National Forest,007,CO-RGF-448,HKX5,PAPOOSE,CO-RGF-000448,Papoose,CO3769910713620130605,PAPOOSE,WEST FORK COMPLEX,2013,170,2049,1.0,Lightning,304,1300,49628.0,G,37.68333333,-107.16666667,5.0,USFS,CO,053,053,Hinsdale,Point,2013-06-19,2013-10-31,134.0,Colorado
211,29852,FS-1469944,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,0212,Pike San Isabel National Forest,22,002,D7WF,BRIDGER,CO-FCQ-0000455,Bridger Fire,CO3756110376220080607,BRIDGER,,2008,161,1000,1.0,Lightning,180,1200,45814.0,G,37.52694444,-103.76944444,14.0,MISSING/NOT SPECIFIED,CO,71,071,Las Animas,Point,2008-06-09,2008-06-28,19.0,Colorado
213,201750013,ICS209_2009_CO-WAX-433,INTERAGCY,IA-ICS209,IA,USCOFTC,Fort Collins Interagency Dispatch Center,COFTX,FTC COUNTIES,,,,LAST CHANCE,CO-WAX-433,Last Chance,CO3974110359220120625,LAST CHANCE,,2012,177,1500,13.0,Missing/Undefined,178,2000,45000.0,G,39.740833,-103.591667,11.0,COUNTY,CO,Washington,121,Washington,Point,2012-06-25,2012-06-26,1.0,Colorado
274,201216046,ICS209_2011_CO-FCQ-756,INTERAGCY,IA-ICS209,DOD,USCOFCQ,Fort Carson Army Base,COFCQ,FORT CARSON,,,,BEAR SPRINGS,CO-FCQ-756,BEAR SPRINGS  CALLIE MARIE,CO3756710383820110605,BEARSPRINGS,BEAR SPRINGS-CALLIE MARIE COMPLEX,2011,156,1300,1.0,Lightning,172,1600,35583.0,G,37.566667,-103.8375,6.0,OTHER FEDERAL,CO,LAS ANIMAS,071,Las Animas,Point,2011-06-05,2011-06-21,16.0,Colorado
335,1273723,FS-383059,FED,FS-FIRESTAT,FS,USCOGMF,Grand Mesa/Uncompahgre/Gunnison National Forest,0204,"Grand Mesa, Uncompahgre and Gunnison National Forests",31,,2121,BURN CANYON,CO-GMF-088,BURN CANYON,CO3806910844420020709,BURN CANYON,,2002,190,1324,1.0,Lightning,211,1800,30292.0,G,38.07222222,-108.34944444,5.0,USFS,CO,113,113,San Miguel,Point,2002-07-09,2002-07-30,21.0,Colorado
396,331023,W-583108,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,"Western Slope Center, Craig",,,EH2Y,MAYBERRY,CO-LSD-430,MAYBERRY,CO4082310797420080824,MAYBERRY,,2008,237,1725,1.0,Lightning,243,2000,25385.0,G,40.7861,-107.9967,1.0,BLM,CO,Moffat,081,Moffat,Point,2008-08-24,2008-08-30,6.0,Colorado
411,201431604,FS-1508739,FED,FS-FIRESTAT,FS,USCOSJF,San Juan National Forest,0213,San Juan National Forest,014,000133,GVE7,LITTLE SAND,CO-SJF-00133,Little Sand,CO3740210724320120513,LITTLE SAND,,2012,135,1457,1.0,Lightning,243,1200,24931.0,G,37.4025,-107.24333333,5.0,USFS,CO,007,007,Archuleta,Point,2012-05-14,2012-08-30,108.0,Colorado
423,201750010,ICS209_2009_CO-YMX-117,INTERAGCY,IA-ICS209,ST/C&L,USCOYMX,Yuma County,COYMX,Yuma County,,,,HEARTSTRONG,CO-YMX-117,Heartstrong,,,,2012,78,1300,13.0,Missing/Undefined,80,0000,24000.0,G,40.016667,-102.455556,11.0,COUNTY,CO,Yuma,125,Yuma,Point,2012-03-18,2012-03-20,2.0,Colorado
509,300012497,W-674105,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,"Western Slope Center, Craig",,,H9BS,ALKALI,687842,ALKALI,CO4071610803320140723,ALKALI,,2014,204,1429,2.0,Equipment Use,220,1800,19569.0,G,40.70036,-108.05758,1.0,BLM,CO,Moffat,081,Moffat,Point,2014-07-23,2014-08-08,16.0,Colorado
571,151679,FS-378701,FED,FS-FIRESTAT,FS,USCORTF,Routt National Forest,0211,Routt National Forest,9,,4992,HINMAN,CO-RTF-307,Hinman,CO4081110676120020712,MT. ZIRKEL COMPLEX (HINMAN),MT ZIRKEL COMPLEX,2002,193,1335,1.0,Lightning,276,1000,16852.0,G,40.81472222,-106.81444444,5.0,USFS,CO,107,107,Routt,Point,2002-07-12,2002-10-03,83.0,Colorado
581,201823340,SFO-20136905000492,NONFED,ST-NASF,ST/C&L,USCOBTDX,Berthoud Fire Protection District,6905,Berthoud Fire Protection District,,000492,,UNKNOWN,CO-EPX-000330,Black Forest,CO3901210474920130611,BLACK FOREST,,2013,164,1430,9.0,Miscellaneous,170,1200,16580.0,G,38.9872,-104.763,14.0,MISSING/NOT SPECIFIED,CO,Larimer,069,Larimer,Point,2013-06-13,2013-06-19,6.0,Colorado
661,151665,FS-378687,FED,FS-FIRESTAT,FS,USCORTF,Routt National Forest,0211,Routt National Forest,23,,5019,BURN RIDGE,CO-RTF-491,BURN RIDGE,CO4070610669220020812,MT. ZIRKEL COMPLEX (BURN RIDGE),MT ZIRKEL COMPLEX,2002,224,1533,1.0,Lightning,276,1000,14403.0,G,40.70833333,-106.78138889,5.0,USFS,CO,107,107,Routt,Point,2002-08-12,2002-10-03,52.0,Colorado
676,201940065,ICS209_2011-CO-BNX-000382,INTERAGCY,IA-ICS209,ST/C&L,USCOBNX,Bent County Office,COBNX,Bent County,,,,FT. LYONS,CO-BNX-000382,Ft. Lyons,CO3800010300020110407,FT.LYONS,,2011,97,1000,13.0,Missing/Undefined,105,1250,14000.0,G,38.0,-103.0,11.0,COUNTY,CO,"Bent County, CO",011,Bent,Point,2011-04-07,2011-04-15,8.0,Colorado
681,201502188,W-648796,FED,DOI-WFMI,BLM,USCOGJD,Northwest District,COGJD,Grand Junction Center,,,GZT4,PINE RIDGE,CO-GRD-000275,Pine Ridge,CO3923610838820120627,PINE RIDGE,,2012,179,1344,1.0,Lightning,194,2000,13920.0,G,39.2358,-108.388,1.0,BLM,CO,Mesa,077,Mesa,Point,2012-06-27,2012-07-12,15.0,Colorado
696,201772569,W-657482,FED,DOI-WFMI,BLM,USCORGD,Royal Gorge Field Office,COCCD,Front Range Center,,,HK80,EAST PEAK,CO-HUX-000444,East Peak,CO3745910490420130619,EAST PEAK,,2013,170,1835,1.0,Lightning,203,1545,13572.0,G,37.432225,-104.926517,1.0,BLM,CO,Huerfano,055,Huerfano,Point,2013-06-19,2013-07-22,33.0,Colorado
709,201216007,ICS209_2011_CO-LSX-000749,INTERAGCY,IA-ICS209,ST/C&L,USCOLSX,Las Animas County,COLSX,LAS ANIMAS COUNTY,,,,SHELL COMPLEX,CO-LSX-000749,Shell Complex,CO3747210346920110607,SHELLCOMPLEX,SHELL COMPLEX,2011,158,1100,1.0,Lightning,236,1700,13312.0,G,37.472222,-103.468611,11.0,COUNTY,CO,Las Animas,071,Las Animas,Point,2011-06-07,2011-08-24,78.0,Colorado
762,154752,FS-381998,FED,FS-FIRESTAT,FS,USCOWRF,White River National Forest,0215,White River National Forest,51,,8374,COAL SEAM,CO-GJX-276,COAL SEAM FIRE,CO3956910737320020608,COAL SEAM,,2002,159,1243,9.0,Miscellaneous,280,1225,12209.0,G,39.54333333,-107.42333333,14.0,MISSING/NOT SPECIFIED,CO,45,045,Garfield,Point,2002-06-08,2002-10-07,121.0,Colorado
774,201216005,ICS209_2011_CO-LCX-000268,INTERAGCY,IA-ICS209,ST/C&L,USCOPUX,Pueblo County,COPBX,PBC COUNTIES,,,,KARVAL,CO-LCX-000268,Karval,CO3874510365520110324,KARVAL,,2011,83,0000,13.0,Missing/Undefined,83,2130,12000.0,G,38.745278,-103.655,11.0,COUNTY,CO,Lincoln,073,Lincoln,Point,2011-03-24,2011-03-24,0.0,Colorado
815,328876,W-96442,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,"Western Slope Center, Craig",,,V228,BUSTERFLAT,CO-DSP-010,Buster Flats,CO4071910892220000703,BUSTERFLAT,,2000,185,1532,1.0,Lightning,215,1737,11032.0,G,40.6772,-108.9173,1.0,BLM,CO,Moffat,081,Moffat,Point,2000-07-03,2000-08-02,30.0,Colorado
846,128682,FS-353882,FED,FS-FIRESTAT,FS,USCOARF,Arapaho & Roosevelt National Forests/Pawnee National Grassland,0210,Arapaho-Roosevelt National Forest,16,,,BOBCAT,CO-ARF-R23777,BOBCAT,CO4047810529720000612,BOBCAT,,2000,164,0815,4.0,Campfire,171,1800,10599.0,G,40.44527778,-105.33527778,5.0,USFS,CO,69,069,Larimer,Point,2000-06-12,2000-06-19,7.0,Colorado
880,201502383,W-637919,FED,DOI-WFMI,BLM,USCOSJD,Tres Rios Field Office,COSJD,San Juan Field Office,,,GY16,WEBER,CO-SJD-000271,WEBER,CO3726810830320120622,WEBER,,2012,174,1615,7.0,Arson,206,1800,10133.0,G,37.2708,-108.3025,1.0,BLM,CO,Montezuma,083,Montezuma,Point,2012-06-22,2012-07-24,32.0,Colorado
894,1301208,ICS209_2002_CO-PBX-338,INTERAGCY,IA-ICS209,IA,USCOPBC,Pueblo Interagency Dispatch Center,COPBC,Pueblo Interagency Dispatch Center,,,,LINCOLN COUNTY COMPLEX,CO-PBX-338,LINCOLN COUNTY COMPLEX,,,LINCOLN COUNTY COMPLEX,2002,151,1900,1.0,Lightning,152,1430,10000.0,G,38.716667,-103.783333,11.0,COUNTY,CO,LINCOLN,073,Lincoln,Point,2002-05-31,2002-06-01,1.0,Colorado
951,156791,FS-384431,FED,FS-FIRESTAT,FS,USCORGF,Rio Grande National Forest,0209,Rio Grande National Forest,12,,3625,MILLION,CO-RGF-473,Million,CO3763510662120020619,MILLION,,2002,170,1250,9.0,Miscellaneous,213,1800,9294.0,G,37.62694444,-106.6675,5.0,USFS,CO,105,105,Rio Grande,Point,2002-06-19,2002-08-01,43.0,Colorado
965,1300685,ICS209_2008_CO-FCQ-000206,INTERAGCY,IA-ICS209,DOD,USCOFCQ,Fort Carson Army Base,COFCQ,Fort Carson Fire Department,,,,TA-25,CO-FCQ-000206,TA-25,CO3861310485820080416,TA-25,,2008,106,1411,13.0,Missing/Undefined,191,0000,9064.0,G,38.593889,-104.909722,6.0,OTHER FEDERAL,CO,El Paso,041,El Paso,Point,2008-04-15,2008-07-09,85.0,Colorado
977,1274880,FS-396355,FED,FS-FIRESTAT,FS,USCOARF,Arapaho & Roosevelt National Forests/Pawnee National Grassland,0210,Arapaho-Roosevelt National Forest,6,,A03L,PICNIC ROCK,CO-LRX-000022,Picnic Rock,CO4071810523020040330,PICNIC ROCK,,2004,90,1142,5.0,Debris Burning,100,1445,8908.0,G,40.67166667,-105.23,14.0,MISSING/NOT SPECIFIED,CO,69,069,Larimer,Point,2004-03-30,2004-04-09,10.0,Colorado
979,1300662,ICS209_2008_CO-CWX-000207,INTERAGCY,IA-ICS209,IA,USCOPBC,Pueblo Interagency Dispatch Center,COPBC,Pueblo Interagency Dispatch Center,,,,ORDWAY CROWLEY CO,CO-CWX-000207,Ordway Crowley Co,CO3823210375820080415,ORDWAY CROWLEY CO,,2008,106,1400,13.0,Missing/Undefined,108,1200,8900.0,G,38.225,-103.758333,11.0,COUNTY,CO,Crowley,025,Crowley,Point,2008-04-15,2008-04-17,2.0,Colorado
1008,328998,W-95627,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,"Western Slope Center, Craig",,,V987,WINTERVLLY,CO-CRD-433,Winter Valley,CO4033910837520000724,WINTER VALLEY,,2000,206,2010,1.0,Lightning,212,2000,8603.0,G,40.3305,-108.3993,1.0,BLM,CO,Moffat,081,Moffat,Point,2000-07-24,2000-07-30,6.0,Colorado
1065,328537,W-109517,FED,DOI-WFMI,BLM,USCORGD,Royal Gorge Field Office,COCCD,Canon City District,,,E634,FURNISH,CO-PBX-00260,Furnish Fire,CO3706410317520020515,FURNISH,,2002,135,1643,1.0,Lightning,139,1900,8000.0,G,37.0722,-103.1994,1.0,BLM,CO,Las Animas,071,Las Animas,Point,2002-05-15,2002-05-19,4.0,Colorado
1078,1473654,W-613936,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,"Western Slope Center, Craig",,,FR6D,ALKALI,CO-MFX-505,ALKALI,CO4066910805620100818,ALKALI,,2010,230,1615,1.0,Lightning,234,1800,7917.0,G,40.6831,-108.0619,8.0,PRIVATE,CO,Moffat,081,Moffat,Point,2010-08-18,2010-08-22,4.0,Colorado
1091,330039,W-125619,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,"Western Slope Center, Craig",,,A39R,GREASEWOOD,CO-WRD-098,Greasewood WFU,CO3999210816820040606,GREASEWOOD WFU,,2004,158,1337,1.0,Lightning,210,1600,7815.0,G,39.9508,-108.189,1.0,BLM,CO,Rio Blanco,103,Rio Blanco,Point,2004-06-06,2004-07-28,52.0,Colorado
1102,201431381,FS-1510650,FED,FS-FIRESTAT,FS,USCOARF,Arapaho & Roosevelt National Forests/Pawnee National Grassland,0210,Arapaho-Roosevelt National Forest,018,CO-ARF-228,GUQ9,HEWLETT,CO-ARF-000228,Hewlett,CO4058910540420120609,HIGH PARK,,2012,135,1300,9.0,Miscellaneous,143,1800,7685.0,G,40.725,-105.26805556,5.0,USFS,CO,069,069,Larimer,Point,2012-05-14,2012-05-22,8.0,Colorado
1137,40865,FS-1483151,FED,FS-FIRESTAT,FS,USCOSJF,San Juan National Forest,0213,San Juan National Forest,39,IAR 143,E4R6,NARRAGUINNEP,CO-SJF-000147,NARRAGUINNEP,CO3768910866020090807,NARRAGUINNEP,,2009,219,1200,1.0,Lightning,271,1200,7300.0,G,37.64638889,-108.71833333,5.0,USFS,CO,83,083,Montezuma,Point,2009-08-07,2009-09-28,52.0,Colorado
1225,328429,W-93650,FED,DOI-WFMI,BLM,USCORGD,Royal Gorge Field Office,COCCD,Canon City District,,,E646,MUSTANG CK,,,,,,2000,109,1300,11.0,Powerline,111,1800,6600.0,G,38.41526,-106.34531,8.0,PRIVATE,CO,Kiowa,061,Kiowa,Point,2000-04-18,2000-04-20,2.0,Colorado
1256,1473482,W-614089,FED,DOI-WFMI,BLM,USCORGD,Royal Gorge Field Office,COCCD,Canon City District,,,FUL0,FOURMILE CANYON,CO-BLX-000321,Fourmile Canyon,CO4005110538520100906,FOURMILE CANYON,,2010,249,1000,5.0,Debris Burning,265,1800,6382.1,G,40.03919,-105.39331,8.0,PRIVATE,CO,Boulder,013,Boulder,Point,2010-09-06,2010-09-22,16.0,Colorado
1361,201502245,W-639785,FED,DOI-WFMI,BLM,USCOMRD,Southwest District,COMRD,Montrose Interagency Center,,,GVX3,SUNRISE MINE,CO-UPD-073,Sunrise Mine,CO3843610898920120525,SUNRISE MINE,,2012,146,1647,9.0,Miscellaneous,159,1200,5742.0,G,38.4358,-108.9889,1.0,BLM,CO,Montrose,085,Montrose,Point,2012-05-25,2012-06-07,13.0,Colorado
1420,331026,W-583106,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,"Western Slope Center, Craig",,,EH25,PRONG,CO-MFX-434,Prong,CO4067410791120080824,PRONG,,2008,237,1845,1.0,Lightning,240,1800,5395.0,G,40.6727,-107.9137,8.0,PRIVATE,CO,Moffat,081,Moffat,Point,2008-08-24,2008-08-27,3.0,Colorado
1438,332065,W-120487,FED,DOI-WFMI,BLM,USCOGJD,Northwest District,COGJD,"Western Slope Center, Grand Junction",,,V839,GARCO 5,CO-GJX-275,BRUSH MOUNTAIN,,,,2003,189,1450,13.0,Missing/Undefined,199,1200,5292.0,G,39.5628,-108.4283,8.0,PRIVATE,CO,Garfield,045,Garfield,Point,2003-07-08,2003-07-18,10.0,Colorado
1481,201501908,W-642267,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,Craig NW Center,,,G4P3,WOLF,CO-WRD-579,WOLF,CO4028510839520120803,WOLF,,2012,216,1216,1.0,Lightning,235,1600,5126.0,G,40.2853,-108.395,1.0,BLM,CO,Moffat,081,Moffat,Point,2012-08-03,2012-08-22,19.0,Colorado
104,18897,FS-1448834,FED,FS-FIRESTAT,FS,USMNSUF,Superior National Forest,0909,Superior National Forest,2,GUN-01,DER5,HAM LAKE,MN-SUF-070072,Ham Lake,MN4815609076220070505,HAM LAKE,,2007,125,1140,4.0,Campfire,155,1800,75484.0,G,48.06888889,-90.81138889,5.0,USFS,MN,31,031,Cook,Point,2007-05-05,2007-06-04,30.0,Minnesota
315,16559,FS-1445759,FED,FS-FIRESTAT,FS,USMNSUF,Superior National Forest,0909,Superior National Forest,43,GUN-05,CYW5,CAVITY LAKE,MN-SUF-060253,Cavity Lake Fire,MN4811709094620060714,CAVITY LAKE,,2006,195,1533,1.0,Lightning,275,1200,31830.0,G,48.09305556,-90.99527778,5.0,USFS,MN,31,031,Cook,Point,2006-07-14,2006-10-02,80.0,Minnesota
